TUCASEID,GEMETSTA,GTMETSTA,PEEDUCA,PEHSPNON,PTDTRACE,TEAGE,TELFS,TEMJOT,TESCHENR,TESCHLVL,TESEX,TESPEMPNOT,TRCHILDNUM,TRDPFTPT,TRERNWA,TRHOLIDAY,TRSPFTPT,TRSPPRES,TRYHHCHILD,TUDIARYDAY,TUFNWGTP,TEHRUSLT,TUYEAR,TU20FWGT,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t18,t50
20211007211390,-1,1,40,1,1,47,1,2,2,-1,1,1,1,1,250000,0,1,1,12,1,5431875.280948,-4,2021,-1.000000,540,0,0,0,0,0,30,0,0,0,0,860,0,0,0,0,10,0
20211007211461,-1,1,40,2,1,63,1,2,-1,-1,1,1,0,1,108000,0,2,1,-1,6,16538153.554829,40,2021,-1.000000,660,0,0,0,445,0,0,0,0,0,60,210,0,0,0,0,65,0
20211007211944,-1,1,38,2,2,58,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,7,6957416.073918,-1,2021,-1.000000,271,0,0,0,0,0,0,0,0,0,105,1002,60,0,0,0,2,0
20211007212262,-1,1,39,1,1,59,2,2,-1,-1,1,2,0,1,201900,0,-1,1,-1,7,7737560.446432,40,2021,-1.000000,600,0,0,0,0,0,135,0,0,0,50,365,120,0,0,0,70,100
20211008210059,-1,2,41,2,1,57,5,-1,-1,-1,2,-1,2,-1,-1,0,-1,3,17,6,27029204.695064,-1,2021,-1.000000,682,323,0,0,0,0,0,0,0,0,75,360,0,0,0,0,0,0
20211008210099,-1,1,40,2,1,22,1,2,2,-1,1,-1,0,1,150000,0,-1,3,-1,2,21845578.427207,60,2021,-1.000000,600,0,0,0,555,0,10,0,0,0,75,130,0,0,0,0,70,0
20211008210103,-1,2,37,2,1,25,5,-1,2,-1,2,1,2,-1,-1,0,1,2,1,7,7959046.469825,-1,2021,-1.000000,840,260,310,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
20211008210131,-1,1,43,2,1,23,5,-1,1,1,2,1,0,-1,-1,0,1,2,-1,7,21316038.860595,-1,2021,-1.000000,720,150,0,0,0,480,0,0,0,0,50,40,0,0,0,0,0,0
20211008210141,-1,2,36,2,1,17,1,2,1,1,2,-1,1,2,25000,0,-1,3,17,7,14598651.802155,30,2021,-1.000000,770,0,0,60,405,0,0,0,0,0,20,120,0,0,0,0,65,0
20211008210158,-1,1,43,1,1,24,1,2,1,2,2,-1,1,2,28800,0,-1,3,9,7,20126832.705667,16,2021,-1.000000,510,30,60,0,0,660,40,0,0,0,65,0,0,0,0,0,75,0
20211008210165,-1,1,40,2,1,21,1,2,1,2,2,-1,3,2,28000,0,-1,3,5,4,21637607.755716,20,2021,-1.000000,545,55,0,0,285,295,25,0,0,0,65,0,0,0,0,0,170,0
20211008210227,-1,1,39,1,1,25,1,2,2,-1,2,-1,0,1,134615,0,-1,3,-1,1,9553838.766766,40,2021,-1.000000,570,80,0,0,0,0,250,0,0,0,60,320,0,0,0,0,160,0
20211008210257,-1,1,42,2,1,25,1,2,1,2,1,-1,0,1,70000,0,-1,3,-1,2,14223675.933705,40,2021,-1.000000,555,45,0,0,570,0,0,0,0,0,80,160,0,0,0,0,30,0
20211008210271,-1,1,40,1,1,20,1,2,1,2,2,-1,2,2,288461,0,-1,3,9,1,20433695.074216,20,2021,-1.000000,400,65,0,0,450,120,0,0,0,0,95,285,0,0,0,0,25,0
20211008210530,-1,1,39,2,1,61,1,2,-1,-1,1,1,0,1,288461,0,1,1,-1,1,6142650.085170,50,2021,-1.000000,595,31,0,0,0,0,0,0,0,0,20,794,0,0,0,0,0,0
20211008210562,-1,2,41,2,1,62,1,2,-1,-1,1,-1,0,1,105769,0,-1,3,-1,3,7272951.164568,40,2021,-1.000000,450,225,0,0,470,0,0,0,0,0,75,190,0,0,0,0,30,0
20211008210563,-1,1,41,2,1,55,1,2,-1,-1,1,-1,0,1,288461,0,-1,3,-1,7,3601898.664574,50,2021,-1.000000,495,85,0,0,490,0,0,0,0,0,55,275,0,0,0,0,40,0
20211008210576,-1,2,39,2,3,37,4,-1,2,-1,2,1,2,-1,-1,0,3,1,12,7,8714904.606725,-1,2021,-1.000000,1320,0,0,0,0,0,0,0,0,0,30,90,0,0,0,0,0,0
20211008210581,-1,1,34,1,1,41,1,2,2,-1,1,1,0,1,-1,0,1,1,-1,1,18918905.501631,40,2021,-1.000000,595,225,0,0,0,0,0,0,0,0,40,580,0,0,0,0,0,0
20211008210626,-1,1,39,1,6,33,1,1,2,-1,1,-1,1,1,40000,0,-1,3,8,1,5044487.151388,45,2021,-1.000000,599,0,97,0,567,0,5,0,0,0,15,90,0,0,0,0,67,0
20211008210658,-1,1,39,2,2,52,5,-1,-1,-1,1,1,0,-1,-1,0,1,2,-1,1,10903831.653456,-1,2021,-1.000000,435,120,0,0,0,0,0,0,0,0,45,840,0,0,0,0,0,0
20211008210694,-1,1,45,2,4,35,1,2,2,-1,1,1,1,1,192307,0,1,1,0,1,6031449.105055,50,2021,-1.000000,555,0,150,0,0,0,60,0,0,0,120,90,15,0,385,0,65,0
20211008210698,-1,1,39,1,1,63,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,4820689.361906,-1,2021,-1.000000,750,310,0,0,0,0,0,0,0,0,50,330,0,0,0,0,0,0
20211008210723,-1,2,41,2,3,58,5,-1,-1,-1,2,1,0,-1,-1,0,1,1,-1,1,4679249.831179,-1,2021,-1.000000,630,120,0,0,0,0,0,0,0,0,150,510,30,0,0,0,0,0
20211008210725,-1,1,43,2,1,76,5,-1,-1,-1,1,1,0,-1,-1,0,2,1,-1,7,4790152.386574,-1,2021,-1.000000,510,130,0,0,0,0,0,0,0,0,155,270,0,0,375,0,0,0
20211008210730,-1,1,46,2,1,36,2,2,2,-1,2,1,2,2,9200,0,1,1,0,1,3524635.718816,-4,2021,-1.000000,435,135,275,0,0,0,0,0,0,0,115,235,0,120,0,75,50,0
20211008210731,-1,1,40,2,1,41,1,2,2,-1,1,2,1,1,125000,0,-1,1,3,1,4210757.163505,40,2021,-1.000000,405,60,320,0,0,0,120,0,0,0,95,365,0,0,0,0,75,0
20211008210744,-1,2,40,2,2,41,1,2,2,-1,2,1,2,2,18461,0,1,1,16,5,18363631.159393,30,2021,-1.000000,660,25,0,0,0,0,0,0,0,0,20,624,60,45,0,0,6,0
20211008210751,-1,1,37,2,1,25,1,2,1,1,1,-1,0,2,-1,0,-1,3,-1,5,37499931.069563,20,2021,-1.000000,474,0,0,0,258,333,1,0,0,0,105,15,190,0,0,0,64,0
20211008210816,-1,2,40,2,1,28,1,2,2,-1,2,1,1,1,65160,0,1,2,0,4,28145894.339687,36,2021,-1.000000,438,200,527,0,0,0,0,0,0,0,50,0,90,0,0,0,0,135
20211008210858,-1,1,44,2,1,35,1,2,2,-1,1,-1,0,1,94230,0,-1,3,-1,5,13432341.526836,40,2021,-1.000000,510,0,0,0,497,0,0,0,0,0,72,205,105,0,0,0,51,0
20211008210874,-1,1,44,2,1,63,1,2,-1,-1,2,-1,0,1,288461,0,-1,3,-1,4,7757068.062358,40,2021,-1.000000,465,0,0,0,475,0,0,0,0,0,120,315,65,0,0,0,0,0
20211008210972,-1,1,44,2,1,38,1,2,2,-1,2,1,2,2,153846,0,1,1,6,6,11727649.683536,24,2021,-1.000000,565,40,165,0,345,0,0,0,0,0,50,30,150,0,0,0,95,0
20211008211043,-1,1,44,1,1,33,1,2,2,-1,2,-1,3,1,88461,0,-1,3,3,6,9159996.462628,40,2021,-1.000000,606,70,109,0,480,0,0,0,0,0,0,35,45,0,0,0,95,0
20211008211047,-1,1,43,2,1,38,1,2,2,-1,2,1,1,1,107600,0,1,1,2,6,14074574.750024,40,2021,-1.000000,455,40,145,0,460,0,0,0,0,0,65,140,40,0,0,0,95,0
20211008211089,-1,2,36,2,2,45,5,-1,2,-1,2,2,0,-1,-1,0,-1,1,-1,7,6823122.321634,-1,2021,-1.000000,659,0,0,0,0,0,0,0,0,0,15,689,0,0,0,0,2,75
20211008211090,-1,1,39,2,2,43,1,2,2,-1,2,1,0,1,113000,0,1,1,-1,5,34336615.691448,40,2021,-1.000000,420,0,0,0,545,0,5,0,0,0,90,270,0,0,0,0,110,0
20211008211095,-1,1,43,2,1,48,1,2,2,-1,2,1,0,1,153846,0,1,1,-1,7,8830254.898627,50,2021,-1.000000,615,375,0,0,0,0,0,0,0,0,75,375,0,0,0,0,0,0
20211008211112,-1,1,40,1,1,57,5,-1,-1,-1,2,1,0,-1,-1,0,1,1,-1,7,12110676.290678,-1,2021,-1.000000,265,40,10,0,0,0,300,0,0,0,180,540,0,0,0,0,105,0
20211008211141,-1,1,44,2,2,64,1,2,-1,-1,1,1,0,1,67307,0,1,1,-1,7,9942408.213263,40,2021,-1.000000,510,285,0,0,450,0,0,0,0,0,60,45,0,0,0,0,90,0
20211008211149,-1,1,40,2,4,67,5,-1,-1,-1,2,-1,2,-1,-1,0,-1,3,7,1,5355898.619924,-1,2021,-1.000000,570,810,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0
20211008211198,-1,1,43,1,1,75,5,-1,-1,-1,2,1,0,-1,-1,0,2,1,-1,1,2836789.011236,-1,2021,-1.000000,690,180,0,0,0,0,0,0,0,0,60,495,15,0,0,0,0,0
20211008211228,-1,1,43,2,4,63,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,3,5798839.232324,-1,2021,-1.000000,900,90,0,0,0,0,0,120,0,0,30,300,0,0,0,0,0,0
20211008211229,-1,1,41,2,1,80,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,6,7872370.570342,-1,2021,-1.000000,763,75,0,0,0,0,40,0,0,2,100,210,50,90,0,0,110,0
20211008211245,-1,1,43,2,1,62,1,2,-1,-1,1,1,0,1,173076,0,1,1,-1,5,20221977.209808,50,2021,-1.000000,510,30,0,0,590,0,10,0,0,0,30,180,20,0,0,0,70,0
20211008211249,-1,1,44,2,4,36,1,1,2,-1,1,1,2,1,140384,0,1,1,1,4,13847025.403942,47,2021,-1.000000,489,10,226,0,475,0,0,0,0,0,70,60,0,0,0,0,110,0
20211008211286,-1,1,44,1,1,63,1,2,-1,-1,2,1,0,1,38000,0,1,1,-1,1,7805674.898307,40,2021,-1.000000,480,0,0,0,605,0,0,0,0,0,30,305,0,0,0,0,20,0
20211008211314,-1,1,43,2,2,58,1,2,-1,-1,1,-1,0,1,192307,0,-1,3,-1,1,3084262.563784,40,2021,-1.000000,720,90,0,0,0,0,120,0,0,0,30,420,0,0,0,30,30,0
20211008211321,-1,1,39,2,4,67,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,8708659.323136,-1,2021,-1.000000,690,195,0,0,0,0,0,0,0,0,75,275,0,165,0,0,40,0
20211008211392,-1,1,32,1,1,67,1,2,-1,-1,1,-1,0,1,44000,0,-1,3,-1,7,7577734.767975,45,2021,-1.000000,515,45,0,0,840,0,0,0,0,0,30,0,0,0,0,0,10,0
20211008211409,-1,1,39,2,1,32,1,2,2,-1,1,2,3,1,230000,0,-1,1,7,6,26621657.493520,70,2021,-1.000000,560,25,0,0,585,0,0,50,0,0,50,40,0,0,0,0,85,45
20211008211440,-1,1,44,2,4,27,5,-1,2,-1,1,-1,0,-1,-1,0,-1,3,-1,1,2658616.566063,-1,2021,-1.000000,810,0,0,0,0,0,0,0,0,0,20,610,0,0,0,0,0,0
20211008211444,-1,1,43,2,1,59,1,1,-1,-1,2,1,0,1,173076,0,1,1,-1,3,10677703.269658,-4,2021,-1.000000,600,160,0,0,590,0,0,0,0,0,20,40,0,0,0,30,0,0
20211008211446,-1,2,46,2,1,73,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,7,3516812.403880,-1,2021,-1.000000,450,205,0,0,0,0,0,0,0,0,35,750,0,0,0,0,0,0
20211008211478,-1,1,46,2,1,67,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,1,4990124.157264,-1,2021,-1.000000,450,315,0,0,0,0,0,0,0,0,195,465,0,0,0,15,0,0
20211008211496,-1,1,43,1,2,48,1,2,2,-1,1,-1,0,1,288461,0,-1,3,-1,7,2746128.216315,40,2021,-1.000000,505,215,0,0,240,0,0,0,0,0,60,330,0,0,0,0,90,0
20211008211539,-1,1,43,1,2,28,1,2,2,-1,2,-1,1,1,130000,0,-1,3,6,5,11145581.303195,45,2021,-1.000000,800,0,25,0,145,0,0,0,0,0,0,270,0,0,0,60,140,0
20211008211611,-1,2,39,2,1,41,2,2,2,-1,1,1,1,1,73076,0,1,1,8,6,13230648.348880,40,2021,-1.000000,600,335,0,90,0,0,60,60,0,0,140,85,0,0,0,0,70,0
20211008211637,-1,1,44,2,2,36,1,1,2,-1,2,1,2,1,78846,0,1,1,5,1,6846524.807559,80,2021,-1.000000,240,215,20,61,90,0,75,0,0,0,30,592,0,0,0,0,117,0
20211008211651,-1,1,42,2,2,63,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,2779758.190880,-1,2021,-1.000000,600,60,0,0,0,0,0,0,0,0,90,675,0,0,0,15,0,0
20211008211660,-1,1,44,2,1,65,1,2,-1,-1,2,1,1,2,-1,0,1,1,16,1,8369595.266548,15,2021,-1.000000,405,510,0,0,180,0,0,0,0,0,105,240,0,0,0,0,0,0
20211008211680,-1,1,43,2,1,47,1,2,2,-1,2,1,2,1,192307,0,1,1,14,3,33259486.738450,40,2021,-1.000000,585,160,0,0,515,0,0,0,0,0,45,60,45,0,0,0,0,30
20211008211688,-1,1,39,1,1,52,5,-1,-1,-1,2,1,1,-1,-1,0,1,1,12,7,9346388.457050,-1,2021,-1.000000,660,180,0,0,0,0,90,0,0,0,80,300,0,60,0,30,40,0
20211008211705,-1,2,40,2,1,36,1,2,2,-1,1,-1,1,1,93500,0,-1,3,10,7,3048018.440663,45,2021,-1.000000,490,930,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
20211008211706,-1,1,44,2,1,60,1,2,-1,-1,1,1,0,1,288461,0,2,1,-1,7,5577222.676360,40,2021,-1.000000,600,120,0,330,0,0,0,0,0,0,60,330,0,0,0,0,0,0
20211008211710,-1,1,39,2,1,64,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,9134148.375305,-1,2021,-1.000000,772,105,0,0,0,0,0,0,0,0,45,218,20,0,0,120,0,160
20211008211715,-1,1,42,2,6,30,1,2,2,-1,1,1,0,1,80769,0,1,2,-1,3,15806319.904330,40,2021,-1.000000,540,0,0,0,480,0,0,0,0,0,60,240,0,0,0,0,120,0
20211008211740,-1,1,42,2,1,72,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,5,8520683.216598,-1,2021,-1.000000,450,50,0,0,0,0,35,0,0,0,70,815,0,0,0,0,20,0
20211008211791,-1,1,37,2,2,76,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,4,15059570.329908,-1,2021,-1.000000,323,25,0,0,0,0,0,0,0,0,15,827,0,250,0,0,0,0
20211008211805,-1,1,43,2,1,38,1,2,2,-1,2,1,1,1,138400,0,1,1,2,4,9401012.360297,40,2021,-1.000000,585,60,140,0,435,0,0,0,0,0,120,60,0,0,0,0,40,0
20211008211813,-1,1,45,1,1,49,1,1,2,-1,2,-1,0,1,100000,0,-1,3,-1,7,2247988.741790,49,2021,-1.000000,570,135,0,0,360,0,0,0,0,0,30,105,0,0,0,0,240,0
20211008211826,-1,1,43,2,2,42,1,1,2,-1,1,-1,0,1,-1,0,-1,3,-1,7,16329669.514345,55,2021,-1.000000,630,30,0,0,540,0,0,0,0,0,30,0,150,0,0,0,60,0
20211008211831,-1,1,43,2,1,66,1,2,-1,-1,1,2,0,1,132600,0,-1,1,-1,1,4754862.451681,35,2021,-1.000000,510,330,0,0,0,0,0,0,0,0,30,570,0,0,0,0,0,0
20211008211832,-1,1,44,2,1,78,5,-1,-1,-1,2,1,0,-1,-1,0,2,1,-1,7,5315731.820928,-1,2021,-1.000000,465,75,0,0,0,0,0,0,0,0,60,600,0,60,0,0,180,0
20211008211854,-1,1,38,2,1,73,1,2,-1,-1,1,1,0,1,60000,0,1,1,-1,4,20749817.703172,50,2021,-1.000000,500,0,0,0,630,0,0,0,0,0,120,190,0,0,0,0,0,0
20211008211858,-1,1,43,2,1,50,1,2,-1,-1,2,1,1,1,100000,0,1,1,14,1,3411859.039131,40,2021,-1.000000,733,130,55,0,0,0,10,15,0,0,120,90,60,65,0,0,102,60
20211008211861,-1,1,43,2,1,73,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,7,3593342.429002,-1,2021,-1.000000,686,165,0,0,0,0,45,0,0,0,50,429,0,30,0,0,35,0
20211008211873,-1,2,40,2,1,32,1,2,2,-1,1,1,1,1,67000,0,1,1,9,6,10414594.267481,40,2021,-1.000000,510,1,0,0,450,0,0,0,0,0,110,174,0,0,130,0,45,20
20211008211882,-1,1,41,2,1,32,1,2,2,-1,2,1,6,1,80000,0,1,2,9,3,22483894.285021,40,2021,-1.000000,510,85,125,0,180,0,30,95,0,30,15,95,0,0,0,0,230,45
20211008211964,-1,1,44,2,1,71,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,3762999.369669,-1,2021,-1.000000,450,635,0,60,0,0,0,0,0,0,45,225,0,0,0,0,25,0
20211008211988,-1,1,43,2,1,32,1,2,2,-1,1,1,0,1,125000,0,1,1,-1,1,10093145.671155,40,2021,-1.000000,672,195,0,0,0,0,23,90,0,0,25,20,30,0,0,45,340,0
20211008212011,-1,1,42,2,1,77,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,7,4940969.783650,-1,2021,-1.000000,510,40,0,575,0,0,0,0,0,0,20,195,0,0,0,0,100,0
20211008212012,-1,1,46,2,1,51,1,2,-1,-1,2,1,0,1,230769,0,2,1,-1,7,4369117.558870,50,2021,-1.000000,475,60,0,0,615,0,0,0,0,0,180,60,0,0,0,0,50,0
20211008212021,-1,1,39,2,2,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,6,17439790.373665,-1,2021,-1.000000,590,0,0,0,0,0,0,0,0,0,30,800,20,0,0,0,0,0
20211008212039,-1,1,43,2,2,40,1,1,2,-1,2,-1,0,1,62307,0,-1,3,-1,7,5262554.277612,60,2021,-1.000000,480,0,0,0,0,0,200,0,0,0,20,685,0,0,0,0,55,0
20211008212049,-1,1,40,1,1,47,4,-1,2,-1,1,-1,0,-1,-1,0,-1,3,-1,1,3173752.112706,-1,2021,-1.000000,545,0,0,0,0,0,0,0,0,0,40,855,0,0,0,0,0,0
20211008212054,-1,1,42,2,1,68,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,3,8658549.470209,-1,2021,-1.000000,540,390,0,180,0,0,0,0,0,0,120,210,0,0,0,0,0,0
20211008212060,-1,1,40,1,1,33,1,1,2,-1,1,-1,0,1,60000,0,-1,3,-1,7,7239156.281476,60,2021,-1.000000,467,0,0,11,0,0,120,0,10,0,180,408,97,0,0,0,147,0
20211008212094,-1,1,39,1,1,51,1,2,-1,-1,1,2,1,1,100000,0,-1,1,16,1,7116627.392084,50,2021,-1.000000,240,90,0,0,600,0,40,0,0,0,30,280,90,0,0,0,70,0
20211008212103,-1,1,39,2,2,71,1,2,-1,-1,1,2,0,1,120000,0,-1,1,-1,7,10132623.501248,48,2021,-1.000000,550,146,0,0,506,0,57,0,0,0,37,35,0,0,0,0,109,0
20211008212108,-1,1,43,2,1,70,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,2,9575808.900219,-1,2021,-1.000000,465,375,0,150,0,0,100,0,0,0,15,120,0,29,0,0,186,0
20211008212113,-1,1,44,2,1,46,1,2,2,-1,1,1,3,1,288461,0,1,1,8,6,8944309.927449,50,2021,-1.000000,485,60,105,0,555,0,0,0,0,0,60,0,0,0,0,0,175,0
20211008212128,-1,1,40,2,2,72,4,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,2622801.380257,-1,2021,-1.000000,630,510,0,0,0,0,0,0,0,0,30,90,0,0,180,0,0,0
20211008212145,-1,1,44,2,1,51,1,2,-1,-1,1,1,2,1,288461,0,1,1,13,1,2895952.268162,50,2021,-1.000000,640,495,0,0,0,0,60,0,0,0,90,135,0,0,0,0,20,0
20211008212155,-1,1,43,2,1,50,5,-1,-1,-1,2,1,1,-1,-1,0,1,1,17,3,15356772.685776,-1,2021,-1.000000,520,50,36,0,0,0,0,0,0,0,45,413,60,0,258,0,58,0
20211008212166,-1,1,42,2,1,64,1,2,-1,-1,1,-1,0,1,105769,0,-1,3,-1,6,9765498.584584,40,2021,-1.000000,580,45,0,60,20,0,0,0,0,0,100,405,0,150,0,30,50,0
20211008212167,-1,2,39,2,1,64,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,4,9039994.910155,-1,2021,-1.000000,975,50,0,90,0,0,10,0,0,0,45,198,0,44,0,5,23,0
20211008212226,-1,2,37,2,1,80,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,1,8224716.182327,-1,2021,-1.000000,705,60,0,0,0,0,0,0,0,0,60,495,0,0,0,0,120,0
20211008212234,-1,2,45,2,1,47,1,2,2,-1,2,1,2,1,153846,0,1,1,9,6,13642893.007885,60,2021,-1.000000,510,45,0,0,600,0,0,0,0,0,90,135,0,0,0,60,0,0
20211008212265,-1,1,39,2,1,48,1,1,2,-1,1,1,0,1,115384,0,1,1,-1,7,12691428.163384,60,2021,-1.000000,542,0,0,0,540,0,0,0,0,0,180,178,0,0,0,0,0,0
20211008212281,-1,1,43,2,2,58,1,1,-1,-1,1,-1,0,1,57692,0,-1,3,-1,7,3528725.068499,80,2021,-1.000000,285,120,0,0,945,0,0,0,0,0,60,0,0,0,0,0,30,0
20211008212288,-1,1,44,1,1,40,1,2,2,-1,2,1,0,1,96153,0,1,2,-1,7,6662202.826374,40,2021,-1.000000,480,0,0,0,0,0,10,0,0,0,0,930,0,0,0,0,20,0
20211008212303,-1,1,39,1,1,30,1,1,2,-1,1,2,1,1,62307,0,-1,1,7,6,38958888.990661,75,2021,-1.000000,590,10,5,0,505,0,120,0,0,0,110,0,0,0,0,0,100,0
20211008212321,-1,1,39,2,1,34,1,2,2,-1,2,-1,1,1,134615,0,-1,3,6,1,4832117.617985,53,2021,-1.000000,540,110,150,0,0,0,62,0,0,0,60,498,0,0,0,0,20,0
20211008212354,-1,2,39,2,2,63,1,2,-1,-1,2,-1,0,2,22000,0,-1,3,-1,1,4703479.579743,20,2021,-1.000000,595,105,0,5,0,0,0,0,0,0,15,415,0,62,82,75,86,0
20211009210004,-1,1,45,2,4,42,1,2,2,-1,1,1,3,1,288461,0,1,1,3,1,6293985.826749,50,2021,-1.000000,630,180,120,0,0,0,60,0,0,0,60,60,0,180,0,60,90,0
20211009210027,-1,1,40,2,1,40,1,2,2,-1,2,-1,2,1,60000,0,-1,3,10,1,3858539.505622,40,2021,-1.000000,665,355,71,0,0,0,0,0,0,0,30,229,0,0,0,60,30,0
20211009210034,-1,1,39,2,2,74,5,-1,-1,-1,1,1,0,-1,-1,0,2,1,-1,1,12232350.529105,-1,2021,-1.000000,720,0,0,0,0,0,0,0,0,0,45,675,0,0,0,0,0,0
20211009210046,-1,1,39,2,1,53,5,-1,-1,-1,2,1,0,-1,-1,0,1,1,-1,6,27491470.343376,-1,2021,-1.000000,503,225,0,29,0,0,168,0,0,0,45,60,0,0,0,285,125,0
20211009210051,-1,1,39,2,1,80,5,-1,-1,-1,1,1,0,-1,-1,0,2,1,-1,1,9448830.904054,-1,2021,-1.000000,1400,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
20211009210056,-1,1,33,1,1,57,1,2,-1,-1,1,2,0,2,20000,0,-1,1,-1,1,12613524.597647,8,2021,-1.000000,690,0,0,240,0,0,0,0,0,0,120,339,0,0,0,0,51,0
20211009210076,-1,1,40,2,1,25,1,2,1,2,2,1,3,2,29000,0,1,1,1,2,14265801.812995,29,2021,-1.000000,465,95,225,0,202,60,0,0,0,0,60,90,0,0,0,10,233,0
20211009210084,-1,2,42,2,1,25,1,2,1,2,1,1,1,2,57500,0,2,2,13,1,3350614.942428,30,2021,-1.000000,643,2,0,0,330,0,4,0,0,0,203,241,0,0,0,0,17,0
20211009210093,-1,1,37,2,2,17,5,-1,1,1,2,-1,2,-1,-1,0,-1,3,13,3,58989378.178349,-1,2021,-1.000000,600,0,0,0,0,530,0,0,0,0,60,94,0,0,0,0,156,0
20211009210114,-1,1,41,1,1,22,1,1,2,-1,2,-1,0,1,50000,0,-1,3,-1,7,14936000.595878,45,2021,-1.000000,480,0,0,1,450,0,30,0,0,0,0,300,0,0,0,0,179,0
20211009210121,-1,1,36,2,1,16,5,-1,1,1,2,-1,1,-1,-1,0,-1,3,16,3,25731299.568164,-1,2021,-1.000000,650,0,0,0,0,425,0,0,0,0,10,0,0,0,0,265,90,0
20211009210123,-1,1,43,2,1,23,1,2,1,2,1,1,0,1,80000,0,2,2,-1,2,25622020.448829,40,2021,-1.000000,515,51,0,0,395,266,10,20,0,0,50,30,10,0,0,0,93,0
20211009210126,-1,1,39,2,1,19,1,2,2,-1,2,1,0,1,46153,0,2,2,-1,3,20677486.345237,45,2021,-1.000000,444,75,0,0,530,0,0,0,0,0,30,331,0,0,0,0,30,0
20211009210130,-1,1,35,1,1,16,5,-1,1,1,2,-1,3,-1,-1,0,-1,3,9,3,40927703.438790,-1,2021,-1.000000,1065,0,0,0,0,20,0,0,0,0,0,355,0,0,0,0,0,0
20211009210147,-1,1,43,2,1,23,5,-1,1,2,1,-1,0,-1,-1,0,-1,3,-1,2,17568728.598699,-1,2021,-1.000000,600,0,0,0,0,566,0,0,0,0,120,150,0,0,0,0,4,0
20211009210153,-1,1,39,2,1,18,1,2,1,2,1,-1,1,2,30000,0,-1,3,14,3,35688163.501304,20,2021,-1.000000,597,0,0,0,153,323,0,0,0,0,55,270,0,0,0,0,42,0
20211009210157,-1,1,37,2,1,17,1,2,1,1,1,-1,2,2,18116,0,-1,3,15,5,72969916.002666,20,2021,-1.000000,440,15,0,0,305,290,10,0,0,0,35,200,0,0,0,80,65,0
20211009210159,-1,1,37,2,2,16,4,-1,1,1,2,-1,4,-1,-1,0,-1,3,9,2,28137874.582981,-1,2021,-1.000000,770,35,30,0,0,90,0,0,0,0,50,270,90,0,0,0,0,105
20211009210183,-1,1,35,2,7,15,4,-1,1,1,2,-1,2,-1,-1,0,-1,3,7,1,5598322.911148,-1,2021,-1.000000,735,0,20,120,0,0,0,0,0,0,115,185,0,145,0,0,120,0
20211009210192,-1,1,36,2,1,16,1,2,1,1,2,-1,2,2,30000,0,-1,3,11,7,5219682.193403,30,2021,-1.000000,660,250,0,2,0,0,25,60,0,0,15,258,45,0,0,0,125,0
20211009210196,-1,1,36,2,1,16,1,2,1,1,1,-1,3,2,24000,0,-1,3,12,1,10370399.556278,20,2021,-1.000000,780,0,0,0,0,239,0,0,0,0,90,0,0,135,0,0,196,0
20211009210201,-1,1,36,2,1,16,1,2,1,1,1,-1,2,2,28000,0,-1,3,13,7,17059555.767947,14,2021,-1.000000,450,15,0,0,425,0,0,0,0,0,180,340,0,0,0,0,30,0
20211009210206,-1,1,36,2,1,21,1,2,2,-1,1,-1,0,1,76500,0,-1,3,-1,1,11483014.191169,54,2021,-1.000000,535,455,0,0,0,0,0,0,0,0,0,415,35,0,0,0,0,0
20211009210209,-1,1,40,2,2,25,5,-1,2,-1,2,-1,0,-1,-1,0,-1,3,-1,3,16969651.705969,-1,2021,-1.000000,420,0,0,0,0,0,0,0,0,0,80,880,0,0,0,0,0,60
